PM10,NO2,H2S,SO2,CO,datetime,ws,wd
9.0,-1.9,1.0,-2.7,0.3,2019-03-23 11:00:00,6.3,119.0
5.0,-1.9,9.0,-2.7,0.3,2019-03-23 12:00:00,6.4,117.0
1.0,-1.9,3.2,-2.7,0.3,2019-03-23 13:00:00,5.8,117.0
2.0,-1.9,-0.5,-2.7,0.4,2019-03-23 14:00:00,4.0,126.0
11.0,-2.2,-0.2,-2.2,0.4,2019-03-23 15:00:00,3.1,197.0
8.0,-1.9,0.0,-1.3,0.5,2019-03-23 16:00:00,2.4,208.0
6.0,-2.2,-0.5,-0.9,0.5,2019-03-23 17:00:00,2.8,205.0
7.0,-2.2,-1.2,-2.2,0.4,2019-03-23 18:00:00,2.2,201.0
6.0,-1.9,-0.2,-2.7,0.4,2019-03-23 19:00:00,2.5,213.0
4.0,-1.9,0.0,-2.7,0.4,2019-03-23 20:00:00,1.0,153.0
1.0,-1.9,-0.2,-1.8,0.4,2019-03-23 21:00:00,3.0,220.0
4.0,-1.9,-1.5,-2.7,0.3,2019-03-23 22:00:00,1.7,109.0
5.0,-1.9,-0.7,-2.7,0.3,2019-03-23 23:00:00,1.1,105.0
6.0,-1.9,-1.5,-2.7,0.3,2019-03-24 00:00:00,1.0,86.0
8.0,-1.9,0.0,-2.7,0.4,2019-03-24 01:00:00,0.5,356.0
4.0,-1.9,1.2,-1.3,0.4,2019-03-24 02:00:00,0.4,312.0
8.0,-1.9,0.5,-1.8,0.4,2019-03-24 03:00:00,1.0,268.0
-1.0,-1.9,14.7,-2.2,0.3,2019-03-25 03:00:00,5.8,104.0
-1.0,-1.9,8.7,-2.7,0.3,2019-03-25 04:00:00,5.0,107.0
-2.0,-1.9,7.7,-2.7,0.3,2019-03-25 05:00:00,6.2,112.0
-3.0,-1.9,0.0,-2.7,0.3,2019-03-25 06:00:00,6.4,129.0
-2.0,-1.9,-0.5,-2.7,0.3,2019-03-25 07:00:00,5.1,130.0
-1.0,-1.9,-0.7,-2.7,0.4,2019-03-25 08:00:00,4.5,142.0
1.0,-1.9,-1.2,-2.7,0.4,2019-03-25 09:00:00,5.4,152.0
1.0,-1.9,-1.5,-2.7,0.3,2019-03-25 10:00:00,5.1,141.0
8.0,-1.9,0.5,-1.1,0.3,2019-03-26 01:00:00,4.7,230.0
10.0,-1.9,0.0,-2.7,0.2,2019-03-26 02:00:00,4.2,234.0
9.0,-1.9,-0.7,-2.7,0.2,2019-03-26 03:00:00,4.1,250.0
8.0,-1.9,-1.5,-2.7,0.2,2019-03-26 04:00:00,4.4,253.0
11.0,-1.9,-1.5,-2.7,0.2,2019-03-26 05:00:00,3.6,260.0
9.0,-1.9,-1.5,-2.7,0.2,2019-03-26 06:00:00,2.5,252.0
13.0,-1.9,-1.5,-2.7,0.2,2019-03-26 07:00:00,2.3,237.0
11.0,-1.9,0.0,-0.4,0.5,2019-03-26 08:00:00,2.5,229.0
10.0,-1.9,2.5,2.2,0.6,2019-03-26 09:00:00,2.3,228.0
74.0,-2.3,0.0,0.0,0.4,2019-03-26 14:00:00,3.6,260.0
109.0,-1.9,0.0,0.0,0.4,2019-03-26 15:00:00,3.9,264.0
117.0,-1.9,0.0,0.0,0.5,2019-03-26 16:00:00,3.5,268.0
183.0,98.1,0.0,0.0,0.6,2019-03-26 18:00:00,2.3,258.0
185.0,97.5,0.0,0.0,0.6,2019-03-26 19:00:00,1.8,251.0
83.0,43.4,1.5,-0.4,0.4,2019-03-26 20:00:00,2.0,201.0
46.0,22.0,0.0,-2.7,0.4,2019-03-26 21:00:00,2.4,177.0
40.0,26.4,-0.7,-2.7,0.4,2019-03-26 22:00:00,1.6,159.0
41.0,14.5,-0.7,-2.7,0.4,2019-03-26 23:00:00,2.4,188.0
27.0,6.9,-1.2,-2.7,0.3,2019-03-27 00:00:00,2.8,181.0
10.0,1.3,-1.5,-2.7,0.3,2019-03-27 01:00:00,3.2,177.0
5.0,0.0,-1.5,-2.7,0.3,2019-03-27 02:00:00,4.1,175.0
3.0,0.0,-1.5,-2.7,0.3,2019-03-27 03:00:00,4.8,185.0
3.0,0.0,-1.5,-2.7,0.3,2019-03-27 04:00:00,5.8,180.0
4.0,0.0,-1.5,-2.7,0.3,2019-03-27 05:00:00,6.2,191.0
16.0,0.6,-1.5,-2.7,0.3,2019-03-27 06:00:00,6.1,190.0
9.0,39.3,0.0,-0.9,0.4,2019-03-27 09:00:00,6.7,209.0
9.0,29.2,-0.2,-1.8,0.3,2019-03-27 10:00:00,7.0,220.0
7.0,25.5,0.2,-1.8,0.3,2019-03-27 11:00:00,6.1,236.0
35.0,29.2,0.0,-0.4,0.3,2019-03-27 12:00:00,7.0,234.0
18.0,27.0,0.0,-0.4,0.3,2019-03-27 13:00:00,7.1,235.0
24.0,33.3,-0.2,-0.4,0.3,2019-03-27 14:00:00,6.8,251.0
27.0,33.6,0.0,0.0,0.3,2019-03-27 15:00:00,6.7,249.0
26.0,37.1,0.0,0.0,0.4,2019-03-27 16:00:00,5.6,251.0
19.0,48.1,0.0,0.0,0.4,2019-03-27 17:00:00,5.2,256.0
25.0,43.1,0.0,0.0,0.4,2019-03-27 18:00:00,5.5,243.0
16.0,35.2,0.0,0.0,0.4,2019-03-27 19:00:00,4.8,241.0
7.0,20.1,-0.5,-1.3,0.3,2019-03-27 20:00:00,5.8,235.0
12.0,17.6,-0.2,-1.3,0.4,2019-03-27 21:00:00,4.7,237.0
19.0,15.4,1.0,-1.3,0.4,2019-03-27 22:00:00,4.4,234.0
15.0,10.7,-1.0,-2.2,0.3,2019-03-27 23:00:00,4.2,247.0
6.0,7.2,0.0,-1.3,0.3,2019-03-28 00:00:00,4.5,233.0
12.0,1.9,-1.5,-2.7,0.3,2019-03-28 01:00:00,4.6,261.0
15.0,0.6,-1.5,-2.7,0.3,2019-03-28 02:00:00,2.8,256.0
14.0,1.6,-1.5,-2.7,0.3,2019-03-28 03:00:00,2.0,233.0
7.0,6.9,-1.5,-2.7,0.3,2019-03-28 04:00:00,1.1,211.0
8.0,17.0,0.0,-2.7,0.3,2019-03-28 05:00:00,1.7,131.0
5.0,7.5,-1.0,-2.7,0.3,2019-03-28 06:00:00,2.4,197.0
5.0,19.2,-1.5,-2.7,0.3,2019-03-28 07:00:00,1.8,168.0
3.0,36.5,-0.2,-2.7,0.4,2019-03-28 08:00:00,3.2,201.0
-2.0,70.4,0.0,0.0,0.5,2019-03-28 09:00:00,2.3,227.0
0.0,48.4,0.5,0.0,0.4,2019-03-28 10:00:00,2.9,203.0
8.0,36.2,0.0,0.0,0.4,2019-03-28 11:00:00,4.6,239.0
6.0,37.7,0.2,0.4,0.4,2019-03-28 12:00:00,4.9,232.0
14.0,39.3,0.2,0.4,0.4,2019-03-28 13:00:00,4.9,239.0
16.0,41.2,0.0,0.4,0.4,2019-03-28 14:00:00,5.2,237.0
5.0,41.2,0.0,0.0,0.4,2019-03-28 15:00:00,4.3,216.0
14.0,56.0,1.0,1.3,0.4,2019-03-28 16:00:00,3.6,229.0
11.0,62.6,0.2,0.0,0.4,2019-03-28 17:00:00,3.8,214.0
8.0,50.9,0.2,0.4,0.4,2019-03-28 18:00:00,4.3,218.0
7.0,37.7,0.0,-0.4,0.4,2019-03-28 19:00:00,3.9,203.0
7.0,41.8,0.0,-1.3,0.4,2019-03-28 20:00:00,2.4,223.0
6.0,28.3,0.0,-1.8,0.4,2019-03-28 21:00:00,2.6,194.0
6.0,20.4,-1.5,-2.7,0.3,2019-03-28 22:00:00,3.4,231.0
11.0,20.8,0.5,-1.3,0.4,2019-03-28 23:00:00,2.7,216.0
7.0,10.4,-1.2,-2.7,0.3,2019-03-29 00:00:00,3.6,241.0
6.0,4.1,-1.5,-2.2,0.3,2019-03-29 01:00:00,4.0,246.0
7.0,0.6,-1.5,-2.7,0.3,2019-03-29 02:00:00,4.5,269.0
4.0,0.3,-1.5,-2.7,0.3,2019-03-29 03:00:00,4.0,282.0
1.0,0.3,-1.5,-2.7,0.3,2019-03-29 04:00:00,3.5,282.0
3.0,2.8,-1.2,-2.7,0.3,2019-03-29 05:00:00,4.0,263.0
5.0,5.3,-1.0,-2.7,0.3,2019-03-29 06:00:00,3.4,256.0
9.0,14.2,-1.5,-2.2,0.3,2019-03-29 07:00:00,2.3,265.0
7.0,56.9,-0.5,-0.9,0.5,2019-03-29 08:00:00,2.9,243.0
7.0,68.9,0.0,0.0,0.5,2019-03-29 09:00:00,3.5,244.0
17.0,70.8,0.0,0.0,0.4,2019-03-29 10:00:00,2.3,226.0
17.0,54.4,0.0,1.8,0.4,2019-03-29 11:00:00,2.6,213.0
9.0,55.0,0.0,2.7,0.5,2019-03-29 12:00:00,2.9,213.0
11.0,53.5,0.0,5.3,0.5,2019-03-29 13:00:00,2.6,214.0
9.0,65.7,0.5,1.3,0.5,2019-03-29 14:00:00,3.3,243.0
9.0,73.6,0.0,0.0,0.5,2019-03-29 15:00:00,2.4,268.0
8.0,71.4,0.0,0.0,0.5,2019-03-29 16:00:00,2.0,241.0
6.0,69.8,0.0,0.0,0.5,2019-03-29 17:00:00,2.0,329.0
5.0,58.5,0.0,0.0,0.5,2019-03-29 18:00:00,2.2,337.0
8.0,28.9,-0.2,-0.4,0.4,2019-03-29 19:00:00,2.9,338.0
12.0,32.1,-0.2,-1.8,0.4,2019-03-29 20:00:00,2.0,342.0
7.0,23.6,-1.2,-1.8,0.3,2019-03-29 21:00:00,2.3,344.0
6.0,27.4,-0.7,-2.7,0.4,2019-03-29 22:00:00,1.2,42.0
6.0,26.4,-1.0,-2.7,0.3,2019-03-29 23:00:00,1.3,126.0
6.0,38.7,-1.2,-1.8,0.4,2019-03-30 00:00:00,0.8,178.0
3.0,56.3,-0.2,-1.3,0.5,2019-03-30 01:00:00,0.7,214.0
6.0,70.8,0.0,-0.9,0.6,2019-03-30 02:00:00,0.5,226.0
6.0,63.5,0.0,-2.7,0.5,2019-03-30 03:00:00,0.6,153.0
3.0,33.6,-0.7,-2.7,0.4,2019-03-30 04:00:00,0.9,137.0
2.0,33.0,-1.2,-2.7,0.3,2019-03-30 05:00:00,0.6,139.0
1.0,34.0,-1.2,-2.2,0.3,2019-03-30 06:00:00,0.8,136.0
0.0,22.3,-1.5,-2.7,0.3,2019-03-30 07:00:00,1.5,124.0
2.0,19.5,14.4,-1.3,0.3,2019-03-30 08:00:00,1.9,123.0
9.0,17.0,24.4,-0.4,0.3,2019-03-30 09:00:00,2.3,124.0
19.0,21.4,14.2,0.0,0.3,2019-03-30 10:00:00,1.6,104.0
5.0,11.0,10.2,-1.3,0.3,2019-03-30 11:00:00,2.3,91.0
5.0,11.6,19.9,0.0,0.4,2019-03-30 12:00:00,2.8,98.0
6.0,15.1,16.2,0.0,0.4,2019-03-30 13:00:00,2.9,97.0
6.0,16.7,2.7,-2.7,0.4,2019-03-30 14:00:00,2.7,93.0
7.0,19.2,0.0,-2.7,0.4,2019-03-30 15:00:00,2.5,88.0
6.0,15.1,2.0,-1.8,0.4,2019-03-30 16:00:00,2.8,69.0
11.0,14.8,1.0,-2.2,0.4,2019-03-30 17:00:00,3.2,105.0
8.0,14.5,-0.2,-2.7,0.4,2019-03-30 18:00:00,2.7,83.0
4.0,13.2,1.2,-2.7,0.4,2019-03-30 19:00:00,3.2,96.0
-1.0,10.4,16.9,-1.8,0.4,2019-03-30 20:00:00,4.2,100.0
-3.0,15.7,11.7,-0.9,0.4,2019-03-30 21:00:00,4.3,107.0
-2.0,6.3,3.7,-2.7,0.3,2019-03-30 22:00:00,3.6,102.0
-3.0,10.4,0.2,-2.7,0.3,2019-03-30 23:00:00,1.7,103.0
-2.0,16.0,0.5,-2.7,0.3,2019-03-31 00:00:00,1.0,111.0
5.0,31.1,0.0,-2.7,0.3,2019-03-31 01:00:00,0.7,149.0
5.0,13.2,1.5,-1.8,0.3,2019-03-31 02:00:00,2.1,211.0
1.0,9.7,0.0,-1.3,0.3,2019-03-31 03:00:00,1.5,207.0
3.0,6.6,-0.2,0.0,0.3,2019-03-31 04:00:00,2.3,209.0
2.0,3.5,-1.2,-1.8,0.3,2019-03-31 05:00:00,2.7,203.0
1.0,3.1,-1.5,-2.2,0.2,2019-03-31 06:00:00,2.4,204.0
3.0,3.1,-0.7,-2.7,0.3,2019-03-31 07:00:00,1.9,194.0
2.0,4.1,-1.5,-2.7,0.3,2019-03-31 08:00:00,1.7,186.0
0.0,6.3,-0.7,-2.7,0.3,2019-03-31 09:00:00,2.6,199.0
5.0,9.7,-0.5,-2.7,0.3,2019-03-31 10:00:00,1.8,179.0
13.0,12.6,0.0,-2.7,0.3,2019-03-31 11:00:00,3.2,200.0
8.0,11.6,-0.5,-2.7,0.3,2019-03-31 12:00:00,3.3,189.0
5.0,19.5,-1.0,-1.8,0.3,2019-03-31 13:00:00,3.3,202.0
8.0,31.1,-0.2,-1.8,0.3,2019-03-31 14:00:00,2.0,206.0
7.0,45.6,-0.2,0.0,0.4,2019-03-31 15:00:00,2.3,230.0
5.0,45.6,0.5,0.0,0.4,2019-03-31 16:00:00,2.3,223.0
8.0,52.8,1.2,0.4,0.4,2019-03-31 17:00:00,1.6,216.0
16.0,51.6,0.5,-0.4,0.4,2019-03-31 18:00:00,2.1,248.0
16.0,54.1,-0.2,-0.4,0.4,2019-03-31 19:00:00,1.7,258.0
9.0,32.1,-0.5,-1.3,0.3,2019-03-31 20:00:00,2.2,257.0
9.0,22.3,-1.0,-2.7,0.3,2019-03-31 21:00:00,2.6,258.0
9.0,33.6,-0.7,-2.2,0.3,2019-03-31 22:00:00,0.9,237.0
17.0,55.3,-0.7,-0.9,0.4,2019-03-31 23:00:00,1.1,144.0
10.0,44.7,1.7,-2.7,0.3,2019-04-01 00:00:00,0.6,174.0
11.0,35.5,2.2,-1.3,0.3,2019-04-01 01:00:00,0.9,136.0
8.0,8.2,0.0,-2.7,0.3,2019-04-01 02:00:00,1.0,110.0
6.0,5.7,-1.2,-2.7,0.3,2019-04-01 03:00:00,1.9,123.0
3.0,0.6,-1.0,-2.7,0.3,2019-04-01 04:00:00,2.7,125.0
2.0,3.1,2.5,-2.7,0.3,2019-04-01 05:00:00,2.4,132.0
2.0,30.5,2.0,-1.8,0.3,2019-04-01 06:00:00,0.2,107.0
0.0,20.4,-0.2,-2.7,0.3,2019-04-01 07:00:00,2.4,129.0
-1.0,29.2,-1.2,-2.7,0.3,2019-04-01 08:00:00,2.3,115.0
0.0,73.6,0.0,-1.3,0.5,2019-04-01 09:00:00,1.1,180.0
1.0,65.1,0.0,-1.8,0.4,2019-04-01 10:00:00,1.3,112.0
2.0,30.2,0.0,-1.3,0.3,2019-04-01 11:00:00,2.0,105.0
4.0,24.8,-0.5,-1.8,0.3,2019-04-01 12:00:00,2.9,125.0
4.0,19.8,1.2,-0.4,0.4,2019-04-01 13:00:00,2.2,122.0
3.0,19.5,2.2,-0.9,0.3,2019-04-01 14:00:00,1.7,100.0
7.0,37.1,1.0,-0.9,0.4,2019-04-01 15:00:00,1.0,31.0
10.0,56.6,0.2,0.4,0.5,2019-04-01 16:00:00,1.8,12.0
10.0,77.0,0.2,0.0,0.7,2019-04-01 17:00:00,1.9,9.0
6.0,47.2,0.0,0.4,0.6,2019-04-01 18:00:00,2.9,350.0
3.0,42.8,0.0,0.0,0.5,2019-04-01 19:00:00,2.5,5.0
3.0,32.7,0.0,-0.4,0.4,2019-04-01 20:00:00,2.4,14.0
7.0,22.6,-1.0,-0.4,0.4,2019-04-01 21:00:00,2.2,13.0
6.0,9.7,-1.2,-2.7,0.3,2019-04-01 22:00:00,3.1,358.0
6.0,11.9,-1.2,-1.3,0.4,2019-04-01 23:00:00,2.5,348.0
3.0,1.3,-1.5,-2.7,0.3,2019-04-02 00:00:00,4.7,342.0
1.0,1.6,-1.5,-2.7,0.3,2019-04-02 01:00:00,5.6,339.0
3.0,0.3,-1.5,-2.7,0.3,2019-04-02 02:00:00,3.8,359.0
2.0,0.3,-1.5,-2.7,0.3,2019-04-02 03:00:00,2.9,13.0
0.0,0.3,-1.5,-2.7,0.3,2019-04-02 04:00:00,3.9,360.0
7.0,0.0,-1.5,-2.7,0.3,2019-04-02 05:00:00,6.0,352.0
5.0,1.6,-1.5,-2.7,0.3,2019-04-02 06:00:00,5.4,359.0
0.0,4.7,-1.5,-1.8,0.3,2019-04-02 07:00:00,3.8,0.0
2.0,28.3,-0.5,0.0,0.4,2019-04-02 08:00:00,2.0,41.0
12.0,73.0,0.5,0.9,0.5,2019-04-02 09:00:00,1.2,21.0
7.0,23.6,-0.7,0.0,0.4,2019-04-02 10:00:00,1.7,74.0
11.0,30.5,0.0,-0.4,0.4,2019-04-02 11:00:00,1.0,33.0
10.0,34.0,-0.2,-1.3,0.4,2019-04-02 12:00:00,1.5,44.0
14.0,25.2,-0.2,-1.8,0.4,2019-04-02 13:00:00,0.6,91.0
11.0,30.5,-0.5,-1.3,0.4,2019-04-02 14:00:00,1.0,335.0
14.0,42.8,0.0,-0.4,0.5,2019-04-02 15:00:00,1.5,312.0
26.0,47.5,0.0,0.0,0.5,2019-04-02 16:00:00,1.9,214.0
30.0,44.0,-0.2,-0.4,0.5,2019-04-02 17:00:00,2.0,167.0
2.0,18.6,-1.5,-2.7,0.4,2019-04-02 18:00:00,2.9,103.0
7.0,21.7,-1.0,-2.7,0.4,2019-04-02 19:00:00,2.1,101.0
23.0,32.7,-0.2,-2.7,0.4,2019-04-02 20:00:00,1.5,123.0
37.0,45.3,2.5,-2.7,0.4,2019-04-02 21:00:00,1.5,137.0
20.0,26.1,14.7,-1.8,0.4,2019-04-02 22:00:00,2.2,111.0
29.0,27.0,30.6,0.0,0.4,2019-04-02 23:00:00,2.0,117.0
12.0,13.2,56.0,0.0,0.3,2019-04-03 00:00:00,2.1,115.0
9.0,10.1,74.1,0.4,0.3,2019-04-03 01:00:00,1.8,104.0
6.0,1.9,26.4,-0.4,0.3,2019-04-03 02:00:00,2.9,113.0
3.0,1.6,46.8,0.0,0.3,2019-04-03 03:00:00,2.6,106.0
1.0,0.9,22.9,-0.9,0.3,2019-04-03 04:00:00,2.6,92.0
8.0,0.6,3.0,-2.7,0.3,2019-04-03 05:00:00,1.9,57.0
11.0,1.9,8.0,-2.7,0.3,2019-04-03 06:00:00,2.4,101.0
13.0,5.0,1.0,-2.7,0.3,2019-04-03 07:00:00,3.8,108.0
32.0,13.2,-0.2,-2.7,0.4,2019-04-03 08:00:00,6.6,122.0
18.0,18.9,-0.2,-1.8,0.4,2019-04-03 09:00:00,6.9,133.0
40.0,15.1,-0.2,-2.2,0.4,2019-04-03 10:00:00,7.7,124.0
35.0,12.9,0.0,-2.7,0.4,2019-04-03 11:00:00,7.5,127.0
33.0,13.8,-0.2,-2.2,0.3,2019-04-03 12:00:00,7.5,133.0
29.0,11.0,-0.5,-2.7,0.4,2019-04-03 13:00:00,6.9,141.0
33.0,14.8,-0.2,-1.3,0.3,2019-04-03 14:00:00,6.1,140.0
35.0,12.9,-0.7,-2.2,0.4,2019-04-03 15:00:00,6.8,143.0
29.0,11.6,-0.7,-2.7,0.3,2019-04-03 16:00:00,6.7,143.0
32.0,18.9,-1.0,-1.8,0.4,2019-04-03 17:00:00,6.0,145.0
25.0,13.8,-1.2,-2.7,0.3,2019-04-03 18:00:00,6.3,151.0
16.0,11.9,-1.5,-2.7,0.3,2019-04-03 19:00:00,5.7,151.0
11.0,9.4,-1.2,-2.7,0.3,2019-04-03 20:00:00,5.2,152.0
9.0,6.0,-1.2,-2.7,0.3,2019-04-03 21:00:00,5.8,153.0
8.0,4.7,-1.5,-2.7,0.3,2019-04-03 22:00:00,5.1,157.0
5.0,3.1,-1.5,-2.7,0.3,2019-04-03 23:00:00,4.9,155.0
2.0,1.6,-1.5,-2.7,0.3,2019-04-04 00:00:00,5.1,163.0
2.0,0.0,-1.5,-2.7,0.3,2019-04-04 01:00:00,4.8,168.0
0.0,0.0,-1.5,-2.7,0.2,2019-04-04 02:00:00,5.0,167.0
5.0,70.1,0.0,0.0,0.5,2019-04-04 09:00:00,1.0,219.0
4.0,49.4,0.0,-0.4,0.4,2019-04-04 10:00:00,0.8,175.0
15.0,64.8,0.0,0.0,0.5,2019-04-04 11:00:00,0.9,220.0
12.0,84.6,0.0,0.4,0.5,2019-04-04 12:00:00,1.0,231.0
6.0,51.3,0.0,-0.9,0.4,2019-04-04 13:00:00,1.5,186.0
5.0,61.0,-0.2,0.0,0.5,2019-04-04 14:00:00,1.7,216.0
5.0,81.8,0.2,0.4,0.5,2019-04-04 15:00:00,1.4,295.0
5.0,62.3,0.0,0.0,0.5,2019-04-04 16:00:00,1.3,328.0
5.0,70.1,0.0,-0.4,0.4,2019-04-04 17:00:00,0.4,176.0
3.0,58.2,0.0,0.0,0.5,2019-04-04 18:00:00,0.8,193.0
4.0,70.1,0.0,0.0,0.5,2019-04-04 19:00:00,0.1,247.0
6.0,66.7,0.0,0.0,0.5,2019-04-04 20:00:00,1.1,335.0
5.0,25.8,0.0,-0.9,0.4,2019-04-04 21:00:00,1.7,334.0
7.0,18.6,0.0,-2.7,0.3,2019-04-04 22:00:00,2.0,341.0
9.0,26.7,0.0,-0.9,0.4,2019-04-04 23:00:00,1.1,334.0
13.0,42.1,0.0,-2.7,0.4,2019-04-05 00:00:00,0.3,127.0
17.0,90.6,1.5,1.3,0.6,2019-04-05 08:00:00,0.3,143.0
22.0,88.4,1.5,0.0,0.6,2019-04-05 09:00:00,0.4,122.0
13.0,63.2,1.5,0.4,0.4,2019-04-05 10:00:00,0.4,28.0
30.0,43.1,1.5,0.0,0.4,2019-04-05 11:00:00,0.7,81.0
56.0,31.1,1.2,0.0,0.4,2019-04-05 12:00:00,0.9,108.0
50.0,20.8,0.0,-0.4,0.4,2019-04-05 13:00:00,2.0,99.0
44.0,16.0,0.0,-0.9,0.4,2019-04-05 14:00:00,2.4,90.0
59.0,19.5,0.0,-0.4,0.4,2019-04-05 15:00:00,1.3,92.0
52.0,19.8,0.0,-0.9,0.4,2019-04-05 16:00:00,1.0,88.0
89.0,42.5,0.0,-0.4,0.5,2019-04-05 17:00:00,1.1,24.0
51.0,16.4,0.0,-1.3,0.4,2019-04-05 18:00:00,4.5,111.0
42.0,6.9,0.0,-2.7,0.3,2019-04-05 19:00:00,5.4,110.0
39.0,8.8,0.0,-2.7,0.3,2019-04-05 20:00:00,3.7,107.0
25.0,9.7,0.0,-2.7,0.3,2019-04-05 21:00:00,2.8,107.0
67.0,28.6,1.2,-2.7,0.4,2019-04-05 22:00:00,1.9,123.0
34.0,16.0,12.7,-2.2,0.3,2019-04-05 23:00:00,1.8,100.0
26.0,16.4,42.8,0.0,0.4,2019-04-06 00:00:00,1.5,104.0
60.0,26.4,14.2,-1.3,0.4,2019-04-06 01:00:00,1.9,125.0
27.0,16.0,14.2,-1.8,0.3,2019-04-06 02:00:00,1.6,122.0
26.0,13.2,8.0,-2.7,0.3,2019-04-06 03:00:00,1.3,112.0
12.0,5.7,24.9,-0.9,0.3,2019-04-06 04:00:00,1.4,109.0
25.0,21.1,16.4,-1.3,0.3,2019-04-06 05:00:00,0.9,121.0
12.0,6.0,5.7,-2.7,0.3,2019-04-06 06:00:00,2.1,125.0
22.0,11.3,7.2,-2.7,0.3,2019-04-06 07:00:00,2.2,126.0
38.0,16.0,5.0,-2.2,0.3,2019-04-06 08:00:00,1.7,118.0
41.0,10.1,0.0,-2.7,0.3,2019-04-06 09:00:00,2.1,106.0
49.0,8.5,0.0,-2.7,0.3,2019-04-06 10:00:00,2.1,71.0
52.0,13.5,0.0,-2.2,0.3,2019-04-06 11:00:00,2.0,76.0
63.0,14.2,0.0,-2.7,0.4,2019-04-06 12:00:00,2.1,84.0
55.0,13.8,0.0,-2.2,0.4,2019-04-06 13:00:00,2.1,72.0
74.0,16.7,0.0,-2.2,0.4,2019-04-06 14:00:00,2.4,96.0
43.0,7.5,0.0,-2.7,0.4,2019-04-06 15:00:00,4.0,110.0
40.0,9.1,0.0,-2.7,0.4,2019-04-06 16:00:00,3.7,107.0
33.0,6.9,0.0,-2.7,0.3,2019-04-06 17:00:00,3.6,111.0
50.0,8.2,0.0,-2.7,0.3,2019-04-06 20:00:00,3.5,115.0
56.0,5.7,-1.2,-2.7,0.3,2019-04-06 21:00:00,3.9,113.0
59.0,7.9,-1.0,-2.7,0.3,2019-04-06 22:00:00,2.5,110.0
58.0,5.3,0.7,-2.7,0.3,2019-04-06 23:00:00,2.0,86.0
19.0,3.1,65.9,0.0,0.3,2019-04-07 06:00:00,2.5,126.0
17.0,0.3,39.6,0.0,0.3,2019-04-07 07:00:00,2.3,114.0
31.0,7.5,25.1,0.0,0.3,2019-04-07 08:00:00,2.0,125.0
28.0,5.0,2.7,-2.7,0.3,2019-04-07 09:00:00,3.1,118.0
31.0,4.7,29.4,0.0,0.3,2019-04-07 10:00:00,2.4,99.0
28.0,3.5,47.8,0.0,0.3,2019-04-07 11:00:00,2.6,100.0
32.0,4.7,15.9,0.0,0.3,2019-04-07 12:00:00,3.1,116.0
29.0,4.1,15.4,0.0,0.4,2019-04-07 13:00:00,2.4,99.0
20.0,2.5,10.7,-0.4,0.3,2019-04-07 14:00:00,2.5,99.0
21.0,2.5,8.5,0.0,0.3,2019-04-07 15:00:00,2.6,92.0
39.0,3.1,12.2,-0.4,0.3,2019-04-07 16:00:00,3.3,100.0
32.0,3.8,9.7,0.0,0.3,2019-04-07 17:00:00,3.1,90.0
36.0,3.8,0.5,-2.7,0.3,2019-04-07 18:00:00,4.0,102.0
54.0,5.7,0.0,-2.7,0.3,2019-04-07 19:00:00,3.0,83.0
82.0,7.5,0.0,-2.7,0.3,2019-04-07 20:00:00,2.3,93.0
61.0,8.2,1.0,-2.7,0.3,2019-04-07 21:00:00,2.2,98.0
30.0,4.7,0.2,-2.7,0.3,2019-04-07 22:00:00,2.8,103.0
31.0,5.3,11.9,-1.3,0.3,2019-04-07 23:00:00,3.0,106.0
33.0,3.8,6.7,-2.7,0.3,2019-04-08 00:00:00,1.9,105.0
22.0,1.9,1.2,-2.7,0.3,2019-04-08 01:00:00,1.6,94.0
29.0,0.0,-1.5,-2.7,0.3,2019-04-08 02:00:00,2.2,95.0
29.0,0.0,-1.5,-2.7,0.3,2019-04-08 03:00:00,2.2,92.0
20.0,1.9,-1.2,-2.7,0.3,2019-04-08 04:00:00,2.0,95.0
9.0,0.6,-1.2,-2.7,0.2,2019-04-08 05:00:00,2.8,80.0
12.0,1.3,-0.7,-2.7,0.3,2019-04-08 06:00:00,2.7,89.0
12.0,2.8,-0.5,-2.7,0.3,2019-04-08 07:00:00,2.5,100.0
22.0,17.0,-0.7,-2.7,0.3,2019-04-08 08:00:00,1.7,92.0
43.0,28.0,0.0,-2.2,0.3,2019-04-08 09:00:00,3.7,105.0
46.0,11.3,-0.7,-2.7,0.3,2019-04-08 10:00:00,3.8,95.0
54.0,8.8,-0.7,-2.7,0.3,2019-04-08 11:00:00,4.3,86.0
51.0,10.1,-0.2,-2.2,0.3,2019-04-08 12:00:00,4.1,85.0
61.0,10.1,0.0,-2.7,0.4,2019-04-08 13:00:00,4.1,90.0
53.0,13.5,0.0,-2.2,0.4,2019-04-08 14:00:00,4.5,92.0
45.0,17.3,-0.2,-1.8,0.4,2019-04-08 15:00:00,4.1,94.0
41.0,16.4,0.0,-2.7,0.4,2019-04-08 16:00:00,3.8,95.0
38.0,17.9,0.0,-2.7,0.4,2019-04-08 17:00:00,3.1,108.0
35.0,20.4,3.0,-2.7,0.4,2019-04-08 18:00:00,2.9,124.0
44.0,9.7,0.0,-2.7,0.4,2019-04-08 19:00:00,3.3,100.0
34.0,8.8,-0.7,-2.7,0.3,2019-04-08 20:00:00,3.2,103.0
